"","Gene_ID","n_SNPs","n_in_exons","n_introns","n_upstream","n_downstream","n_nonsynonymous","n_synonymous","n_modifer","n_low_impact","n_mod_impact","n_high_impact","effects","max_upstream_dist","min_upstream_dist","CHROM","n_in_gene","gene_length","gene_length_kb","n_in_gene_per_kb","up_to_in_ratio","up_to_in_per_kb_ratio","In_sigs","n_in_gene_per_kb_tf"
"154","YBL009W",13,13,0,0,0,1,12,0,12,1,0,"synonymous_variant;missense_variant",NA,NA,"II",13,2031,2.031,6.40078778926637,0,0,FALSE,2.5299778238685
"155","YBL011W",16,16,0,0,0,3,13,0,13,3,0,"missense_variant;synonymous_variant",NA,NA,"II",16,2280,2.28,7.01754385964912,0,0,FALSE,2.64906471413009
"156","YBL012C",1,1,0,0,0,1,0,0,0,1,0,"missense_variant",NA,NA,"II",1,NA,NA,NA,0,NA,FALSE,NA
"157","YBL013W",9,9,0,0,0,2,7,0,7,2,0,"missense_variant;synonymous_variant",NA,NA,"II",9,1206,1.206,7.46268656716418,0,0,FALSE,2.73179182354077
"158","YBL014C",16,16,0,0,0,7,9,0,9,7,0,"synonymous_variant;missense_variant",NA,NA,"II",16,2685,2.685,5.95903165735568,0,0,FALSE,2.44111279078941
"159","YBL015W",2,2,0,0,0,1,1,0,1,1,0,"synonymous_variant;missense_variant",NA,NA,"II",2,1581,1.581,1.26502213788741,0,0,FALSE,1.12473202936851
"160","YBL016W",4,4,0,0,0,0,4,0,4,0,0,"synonymous_variant",NA,NA,"II",4,1062,1.062,3.76647834274953,0,0,FALSE,1.94074169913194
"161","YBL017C",38,33,0,5,0,15,18,5,18,15,0,"missense_variant;synonymous_variant;upstream_gene_variant",858,30,"II",33,4740,4.74,6.9620253164557,0.151515151515152,0.718181818181818,FALSE,2.63856501084504
"162","YBL019W",8,8,0,0,0,7,1,0,1,7,0,"missense_variant;synonymous_variant",NA,NA,"II",8,1563,1.563,5.11836212412028,0,0,FALSE,2.2623797479911
"163","YBL020W",11,11,0,0,0,0,11,0,11,0,0,"synonymous_variant",NA,NA,"II",11,1725,1.725,6.3768115942029,0,0,FALSE,2.52523495821733
"164","YBL021C",1,1,0,0,0,0,1,0,1,0,0,"synonymous_variant",NA,NA,"II",1,435,0.435,2.29885057471264,0,0,FALSE,1.51619608715781
"165","YBL022C",26,26,0,0,0,3,23,0,23,3,0,"synonymous_variant;missense_variant",NA,NA,"II",26,3402,3.402,7.64256319811875,0,0,FALSE,2.76451861960066
"166","YBL023C",16,14,0,2,0,1,13,2,13,1,0,"synonymous_variant;missense_variant;upstream_gene_variant",267,96,"II",14,2607,2.607,5.37015726889145,0.142857142857143,0.372428571428571,FALSE,2.31735997827084
"167","YBL024W",8,8,0,0,0,4,4,0,4,4,0,"missense_variant;synonymous_variant",NA,NA,"II",8,2055,2.055,3.89294403892944,0,0,FALSE,1.97305449466796
"168","YBL025W",4,4,0,0,0,1,3,0,3,1,0,"synonymous_variant;missense_variant",NA,NA,"II",4,438,0.438,9.1324200913242,0,0,FALSE,3.0219894260775
"169","YBL026W",2,2,0,0,0,0,1,0,2,0,0,"splice_region_variant&synonymous_variant;synonymous_variant",NA,NA,"II",2,416,0.416,4.80769230769231,0,0,FALSE,2.19264504826757
"170","YBL027W",1,0,1,0,0,0,0,0,1,0,0,"splice_region_variant&intron_variant",NA,NA,"II",1,954,0.954,1.0482180293501,0,NA,FALSE,1.02382519472325
"171","YBL028C",6,6,0,0,0,0,6,0,6,0,0,"synonymous_variant",NA,NA,"II",6,321,0.321,18.6915887850467,0,0,FALSE,4.32337701167117
"172","YBL029W",8,8,0,0,0,2,6,0,6,2,0,"synonymous_variant;missense_variant",NA,NA,"II",8,1131,1.131,7.07338638373121,0,0,FALSE,2.65958387416739
"173","YBL030C",8,4,0,4,0,0,4,4,4,0,0,"synonymous_variant;upstream_gene_variant",998,795,"II",4,957,0.957,4.17972831765935,1,0.957,FALSE,2.0444383868582
"174","YBL031W",6,6,0,0,0,4,2,0,2,4,0,"missense_variant;synonymous_variant",NA,NA,"II",6,1017,1.017,5.89970501474926,0,0,FALSE,2.4289308377863
"175","YBL032W",4,4,0,0,0,2,2,0,2,2,0,"missense_variant;synonymous_variant",NA,NA,"II",4,1146,1.146,3.49040139616056,0,0,FALSE,1.86826159735744
"176","YBL033C",10,10,0,0,0,0,10,0,10,0,0,"synonymous_variant",NA,NA,"II",10,1038,1.038,9.63391136801541,0,0,FALSE,3.103854276221
"177","YBL034C",23,23,0,0,0,5,18,0,18,5,0,"synonymous_variant;missense_variant",NA,NA,"II",23,4542,4.542,5.06384852487891,0,0,FALSE,2.25029965224165
"178","YBL035C",11,11,0,0,0,4,7,0,7,4,0,"missense_variant;synonymous_variant",NA,NA,"II",11,2118,2.118,5.19357884796978,0,0,TRUE,2.27894248456818
"179","YBL036C",4,2,0,2,0,0,2,2,2,0,0,"synonymous_variant;upstream_gene_variant",187,177,"II",2,774,0.774,2.58397932816537,1,0.774,FALSE,1.60747607390137
"180","YBL037W",12,12,0,0,0,0,12,0,12,0,0,"synonymous_variant",NA,NA,"II",12,3078,3.078,3.89863547758285,0,0,FALSE,1.97449625919697
"181","YBL038W",8,8,0,0,0,1,7,0,7,1,0,"missense_variant;synonymous_variant",NA,NA,"II",8,699,0.699,11.444921316166,0,0,FALSE,3.38303433564691
"182","YBL039C",4,4,0,0,0,0,4,0,4,0,0,"synonymous_variant",NA,NA,"II",4,1740,1.74,2.29885057471264,0,0,FALSE,1.51619608715781
"183","YBL039C-A",1,1,0,0,0,1,0,0,0,1,0,"missense_variant",NA,NA,"II",1,NA,NA,NA,0,NA,FALSE,NA
"184","YBL039W-B",1,1,0,0,0,0,1,0,1,0,0,"synonymous_variant",NA,NA,"II",1,180,0.18,5.55555555555556,0,0,FALSE,2.35702260395516
"185","YBL040C",4,4,0,0,0,4,0,0,0,4,0,"missense_variant",NA,NA,"II",4,757,0.757,5.28401585204756,0,0,FALSE,2.29869873016182
"186","YBL041W",1,1,0,0,0,0,1,0,1,0,0,"synonymous_variant",NA,NA,"II",1,726,0.726,1.37741046831956,0,0,FALSE,1.17363131703255
"187","YBL042C",16,10,0,6,0,3,7,6,7,3,0,"missense_variant;synonymous_variant;upstream_gene_variant",967,373,"II",10,1920,1.92,5.20833333333333,0.6,1.152,FALSE,2.28217732293819
"188","YBL043W",3,3,0,0,0,1,2,0,2,1,0,"synonymous_variant;missense_variant",NA,NA,"II",3,774,0.774,3.87596899224806,0,0,FALSE,1.96874807739539
"189","YBL045C",2,2,0,0,0,0,2,0,2,0,0,"synonymous_variant",NA,NA,"II",2,1374,1.374,1.45560407569141,0,0,FALSE,1.20648417962749
"190","YBL046W",9,9,0,0,0,3,6,0,6,3,0,"synonymous_variant;missense_variant",NA,NA,"II",9,1326,1.326,6.78733031674208,0,0,FALSE,2.60525052859453
"191","YBL047C",14,14,0,0,0,5,9,0,9,5,0,"synonymous_variant;missense_variant",NA,NA,"II",14,4146,4.146,3.37674867342016,0,0,FALSE,1.83759317407857
"192","YBL048W",1,1,0,0,0,1,0,0,0,1,0,"missense_variant",NA,NA,"II",1,312,0.312,3.2051282051282,0,0,FALSE,1.79028718509858
"193","YBL049W",1,1,0,0,0,0,1,0,1,0,0,"synonymous_variant",NA,NA,"II",1,417,0.417,2.39808153477218,0,0,FALSE,1.54857403270628
"194","YBL050W",4,4,0,0,0,0,4,0,4,0,0,"synonymous_variant",NA,NA,"II",4,995,0.995,4.02010050251256,0,0,FALSE,2.00501882846834
"195","YBL051C",16,16,0,0,0,4,12,0,12,4,0,"synonymous_variant;missense_variant",NA,NA,"II",16,2007,2.007,7.97209765819631,0,0,FALSE,2.82349033258418
"196","YBL052C",14,12,0,2,0,6,6,2,6,6,0,"synonymous_variant;missense_variant;upstream_gene_variant",831,34,"II",12,2496,2.496,4.80769230769231,0.166666666666667,0.416,FALSE,2.19264504826757
"197","YBL053W",2,2,0,0,0,1,1,0,1,1,0,"synonymous_variant;missense_variant",NA,NA,"II",2,NA,NA,NA,0,NA,FALSE,NA
"198","YBL054W",8,8,0,0,0,2,6,0,6,2,0,"synonymous_variant;missense_variant",NA,NA,"II",8,1578,1.578,5.06970849176172,0,0,TRUE,2.25160131723219
"199","YBL055C",3,3,0,0,0,1,2,0,2,1,0,"missense_variant;synonymous_variant",NA,NA,"II",3,1257,1.257,2.38663484486874,0,0,FALSE,1.54487373104365
"200","YBL056W",2,2,0,0,0,0,2,0,2,0,0,"synonymous_variant",NA,NA,"II",2,1407,1.407,1.42146410803127,0,0,FALSE,1.192251696594
"201","YBL057C",1,1,0,0,0,0,1,0,1,0,0,"synonymous_variant",NA,NA,"II",1,627,0.627,1.59489633173844,0,0,FALSE,1.2628920507068
"202","YBL058W",17,17,0,0,0,8,9,0,9,8,0,"missense_variant;synonymous_variant",NA,NA,"II",17,1272,1.272,13.3647798742138,0,0,FALSE,3.65578717572753
"203","YBL059C-A",2,2,0,0,0,1,1,0,1,1,0,"synonymous_variant;missense_variant",NA,NA,"II",2,415,0.415,4.81927710843374,0,0,FALSE,2.19528519979381
"204","YBL059W",3,3,0,0,0,2,1,0,1,2,0,"missense_variant;synonymous_variant",NA,NA,"II",3,651,0.651,4.60829493087558,0,0,FALSE,2.14669395370546
"205","YBL060W",14,14,0,0,0,4,10,0,10,4,0,"synonymous_variant;missense_variant",NA,NA,"II",14,2064,2.064,6.78294573643411,0,0,FALSE,2.60440890346238
"206","YBL061C",18,13,0,5,0,1,11,5,12,1,0,"splice_region_variant&stop_retained_variant;synonymous_variant;missense_variant;upstream_gene_variant",511,12,"II",13,2091,2.091,6.21712099473936,0.384615384615385,0.804230769230769,FALSE,2.49341552789329
"207","YBL062W",7,7,0,0,0,4,3,0,3,4,0,"synonymous_variant;missense_variant",NA,NA,"II",7,NA,NA,NA,0,NA,FALSE,NA
"208","YBL063W",16,16,0,0,0,3,13,0,13,3,0,"synonymous_variant;missense_variant",NA,NA,"II",16,3336,3.336,4.79616306954436,0,0,FALSE,2.19001439939201
"209","YBL064C",3,3,0,0,0,0,3,0,3,0,0,"synonymous_variant",NA,NA,"II",3,786,0.786,3.81679389312977,0,0,FALSE,1.95366166291141
"210","YBL065W",1,1,0,0,0,1,0,0,0,1,0,"missense_variant",NA,NA,"II",1,NA,NA,NA,0,NA,FALSE,NA
"211","YBL066C",16,16,0,0,0,3,13,0,13,3,0,"synonymous_variant;missense_variant",NA,NA,"II",16,3447,3.447,4.64171743545112,0,0,FALSE,2.154464535668
"212","YBL067C",15,11,0,4,0,6,5,4,5,6,0,"synonymous_variant;missense_variant;upstream_gene_variant",782,446,"II",11,2244,2.244,4.90196078431372,0.363636363636364,0.816,FALSE,2.21403721385024
"213","YBL068W",3,3,0,0,0,0,3,0,3,0,0,"synonymous_variant",NA,NA,"II",3,981,0.981,3.05810397553517,0,0,FALSE,1.74874354195667
"214","YBL069W",1,1,0,0,0,0,1,0,1,0,0,"synonymous_variant",NA,NA,"II",1,1290,1.29,0.775193798449612,0,0,FALSE,0.880450906325624
"215","YBL070C",2,2,0,0,0,1,1,0,1,1,0,"synonymous_variant;missense_variant",NA,NA,"II",2,NA,NA,NA,0,NA,FALSE,NA
"216","YBL071C",1,1,0,0,0,0,1,0,1,0,0,"synonymous_variant",NA,NA,"II",1,309,0.309,3.23624595469256,0,0,FALSE,1.79895690740289
"217","YBL071C-B",1,1,0,0,0,1,0,0,0,1,0,"missense_variant",NA,NA,"II",1,99,0.099,10.1010101010101,0,0,FALSE,3.17820863081864
"218","YBL071W-A",3,3,0,0,0,1,2,0,2,1,0,"synonymous_variant;missense_variant",NA,NA,"II",3,249,0.249,12.0481927710843,0,0,FALSE,3.47105067250312
"219","YBL073W",3,3,0,0,0,3,0,0,0,3,0,"missense_variant",NA,NA,"II",3,NA,NA,NA,0,NA,FALSE,NA
"220","YBL074C",8,8,0,0,0,2,6,0,6,2,0,"synonymous_variant;missense_variant",NA,NA,"II",8,1068,1.068,7.49063670411985,0,0,FALSE,2.73690275751987
"221","YBL075C",17,17,0,0,0,1,16,0,16,1,0,"synonymous_variant;missense_variant",NA,NA,"II",17,1950,1.95,8.71794871794872,0,0,FALSE,2.95261726574047
"222","YBL076C",16,16,0,0,0,0,16,0,16,0,0,"synonymous_variant",NA,NA,"II",16,3219,3.219,4.97048772910842,0,0,FALSE,2.22945906647967
"223","YBL077W",1,0,0,1,0,0,0,1,0,0,0,"upstream_gene_variant",570,570,"II",0,NA,NA,NA,NA,NA,FALSE,NA
"224","YBL078C",2,1,0,1,0,0,1,1,1,0,0,"synonymous_variant;upstream_gene_variant",107,107,"II",1,354,0.354,2.82485875706215,1,0.354,FALSE,1.68073161363204
"225","YBL079W",30,30,0,0,0,10,20,0,20,10,0,"synonymous_variant;missense_variant",NA,NA,"II",30,4509,4.509,6.65335994677312,0,0,FALSE,2.57941077511379
"226","YBL080C",7,7,0,0,0,5,2,0,2,5,0,"synonymous_variant;missense_variant",NA,NA,"II",7,1626,1.626,4.3050430504305,0,0,FALSE,2.07485976644941
"227","YBL081W",10,10,0,0,0,5,5,0,5,5,0,"synonymous_variant;missense_variant",NA,NA,"II",10,1107,1.107,9.03342366757001,0,0,FALSE,3.00556544889144
"228","YBL082C",5,5,0,0,0,3,2,0,2,3,0,"missense_variant;synonymous_variant",NA,NA,"II",5,1377,1.377,3.63108206245461,0,0,FALSE,1.90553983491676
"229","YBL083C",2,2,0,0,0,2,0,0,0,2,0,"missense_variant",NA,NA,"II",2,NA,NA,NA,0,NA,FALSE,NA
"230","YBL084C",7,5,0,2,0,0,5,2,5,0,0,"synonymous_variant;upstream_gene_variant",171,39,"II",5,2277,2.277,2.19587176108915,0.4,0.9108,FALSE,1.48184741491462
"231","YBL085W",17,17,0,0,0,8,9,0,9,8,0,"missense_variant;synonymous_variant",NA,NA,"II",17,2943,2.943,5.77641862045532,0,0,FALSE,2.40341811186804
"232","YBL086C",11,11,0,0,0,5,5,0,6,5,0,"splice_region_variant&stop_retained_variant;synonymous_variant;missense_variant",NA,NA,"II",11,1401,1.401,7.85153461812991,0,0,FALSE,2.80205899619011
"233","YBL088C",40,38,0,2,0,17,21,2,21,17,0,"synonymous_variant;missense_variant;upstream_gene_variant",143,1,"II",38,8364,8.364,4.54328072692492,0.0526315789473684,0.44021052631579,FALSE,2.13149729695464
"234","YBL089W",8,8,0,0,0,4,4,0,4,4,0,"synonymous_variant;missense_variant",NA,NA,"II",8,1380,1.38,5.79710144927536,0,0,FALSE,2.40771706171538
"235","YBL090W",4,4,0,0,0,1,3,0,3,1,0,"synonymous_variant;missense_variant",NA,NA,"II",4,534,0.534,7.49063670411985,0,0,FALSE,2.73690275751987
"236","YBL091C",3,3,0,0,0,0,3,0,3,0,0,"synonymous_variant",NA,NA,"II",3,1266,1.266,2.3696682464455,0,0,FALSE,1.5393726795177
"237","YBL091C-A",4,3,1,0,0,3,0,0,1,3,0,"missense_variant;splice_region_variant&intron_variant",NA,NA,"II",4,616,0.616,6.49350649350649,0,0,FALSE,2.54823595718813
"238","YBL093C",1,1,0,0,0,0,1,0,1,0,0,"synonymous_variant",NA,NA,"II",1,663,0.663,1.50829562594268,0,0,FALSE,1.22812687697269
"239","YBL095W",8,8,0,0,0,2,6,0,6,2,0,"missense_variant;synonymous_variant",NA,NA,"II",8,813,0.813,9.84009840098401,0,0,FALSE,3.1368931127764
"240","YBL096C",3,3,0,0,0,0,2,0,2,0,1,"stop_gained;synonymous_variant",NA,NA,"II",3,NA,NA,NA,0,NA,FALSE,NA
"241","YBL097W",17,17,0,0,0,4,13,0,13,4,0,"missense_variant;synonymous_variant",NA,NA,"II",17,2265,2.265,7.50551876379691,0,0,FALSE,2.73962018604713
"242","YBL098W",8,8,0,0,0,1,7,0,7,1,0,"synonymous_variant;missense_variant",NA,NA,"II",8,1383,1.383,5.78452639190166,0,0,FALSE,2.40510423722168
"243","YBL099W",9,4,0,5,0,0,4,5,4,0,0,"upstream_gene_variant;synonymous_variant",561,223,"II",4,1638,1.638,2.44200244200244,1.25,2.0475,FALSE,1.56269076979498
"244","YBL100W-C",1,1,0,0,0,1,0,0,0,1,0,"missense_variant",NA,NA,"II",1,120,0.12,8.33333333333333,0,0,FALSE,2.88675134594813
"245","YBL101C",26,19,0,7,0,6,13,7,13,6,0,"missense_variant;synonymous_variant;upstream_gene_variant",970,287,"II",19,3354,3.354,5.66487775790101,0.368421052631579,1.23568421052632,FALSE,2.38010036719064
"246","YBL102W",1,1,0,0,0,0,1,0,1,0,0,"synonymous_variant",NA,NA,"II",1,648,0.648,1.54320987654321,0,0,FALSE,1.24225998749988
"247","YBL103C",8,8,0,0,0,6,2,0,2,6,0,"missense_variant;synonymous_variant",NA,NA,"II",8,1461,1.461,5.4757015742642,0,0,FALSE,2.34002170380195
"248","YBL104C",10,10,0,0,0,2,8,0,8,2,0,"synonymous_variant;missense_variant",NA,NA,"II",10,3117,3.117,3.20821302534488,0,0,FALSE,1.79114852129713
"249","YBL105C",16,16,0,0,0,5,11,0,11,5,0,"synonymous_variant;missense_variant",NA,NA,"II",16,3456,3.456,4.62962962962963,0,0,FALSE,2.15165741455968
"250","YBL106C",29,29,0,0,0,10,19,0,19,10,0,"synonymous_variant;missense_variant",NA,NA,"II",29,3033,3.033,9.56149027365645,0,0,FALSE,3.09216595182995
"251","YBL107C",4,4,0,0,0,2,2,0,2,2,0,"missense_variant;synonymous_variant",NA,NA,"II",4,591,0.591,6.76818950930626,0,0,FALSE,2.60157442893842
"252","YBL108C-A",1,1,0,0,0,1,0,0,0,1,0,"missense_variant",NA,NA,"II",1,129,0.129,7.75193798449612,0,0,FALSE,2.78423023194852
"253","YBL108W",4,4,0,0,0,3,1,0,1,3,0,"missense_variant;synonymous_variant",NA,NA,"II",4,NA,NA,NA,0,NA,FALSE,NA
"254","YBL109W",2,2,0,0,0,1,1,0,1,1,0,"missense_variant;synonymous_variant",NA,NA,"II",2,NA,NA,NA,0,NA,FALSE,NA
"255","YBL113C",3,3,0,0,0,3,0,0,0,3,0,"missense_variant",NA,NA,"II",3,2379,2.379,1.26103404791929,0,0,FALSE,1.12295772312198
"256","YBL113W-A",4,0,0,4,0,0,0,4,0,0,0,"upstream_gene_variant",544,446,"II",0,NA,NA,NA,NA,NA,FALSE,NA
"257","YBR001C",19,19,0,0,0,8,11,0,11,8,0,"synonymous_variant;missense_variant",NA,NA,"II",19,2343,2.343,8.10926163038839,0,0,FALSE,2.84767653190955
"258","YBR002C",5,5,0,0,0,2,3,0,3,2,0,"missense_variant;synonymous_variant",NA,NA,"II",5,861,0.861,5.80720092915215,0,0,FALSE,2.4098134635594
"259","YBR003W",11,11,0,0,0,3,8,0,8,3,0,"synonymous_variant;missense_variant",NA,NA,"II",11,1422,1.422,7.73558368495077,0,0,FALSE,2.78129172956574
"260","YBR004C",5,5,0,0,0,2,3,0,3,2,0,"synonymous_variant;missense_variant",NA,NA,"II",5,1302,1.302,3.84024577572965,0,0,FALSE,1.95965450417405
"261","YBR005W",5,5,0,0,0,2,3,0,3,2,0,"missense_variant;synonymous_variant",NA,NA,"II",5,642,0.642,7.78816199376947,0,0,FALSE,2.79072786092974
"262","YBR006W",15,15,0,0,0,1,14,0,14,1,0,"synonymous_variant;missense_variant",NA,NA,"II",15,1494,1.494,10.0401606425703,0,0,FALSE,3.16862125262239
"263","YBR007C",25,15,0,10,0,8,7,10,7,8,0,"missense_variant;synonymous_variant;upstream_gene_variant",997,89,"II",15,2211,2.211,6.7842605156038,0.666666666666667,1.474,FALSE,2.60466130535312
"264","YBR008C",13,13,0,0,0,6,7,0,7,6,0,"synonymous_variant;missense_variant",NA,NA,"II",13,1647,1.647,7.89313904068002,0,0,FALSE,2.80947308950985
"265","YBR009C",1,1,0,0,0,0,1,0,1,0,0,"synonymous_variant",NA,NA,"II",1,312,0.312,3.2051282051282,0,0,FALSE,1.79028718509858
"266","YBR010W",1,1,0,0,0,0,1,0,1,0,0,"synonymous_variant",NA,NA,"II",1,411,0.411,2.4330900243309,0,0,FALSE,1.55983653769583
"267","YBR011C",3,3,0,0,0,0,3,0,3,0,0,"synonymous_variant",NA,NA,"II",3,864,0.864,3.47222222222222,0,0,FALSE,1.86338998124982
"268","YBR012C",9,9,0,0,0,8,1,0,1,8,0,"missense_variant;synonymous_variant",NA,NA,"II",9,NA,NA,NA,0,NA,FALSE,NA
"269","YBR012W-B",1,1,0,0,0,1,0,0,0,1,0,"missense_variant",NA,NA,"II",1,5272,5.272,0.189681335356601,0,0,FALSE,0.435524207543738
"270","YBR013C",14,4,0,10,0,2,2,10,2,2,0,"synonymous_variant;missense_variant;upstream_gene_variant",741,226,"II",4,390,0.39,10.2564102564103,2.5,0.975,FALSE,3.20256307610174
"271","YBR014C",3,3,0,0,0,2,1,0,1,2,0,"synonymous_variant;missense_variant",NA,NA,"II",3,612,0.612,4.90196078431373,0,0,FALSE,2.21403721385024
"272","YBR015C",20,20,0,0,0,10,10,0,10,10,0,"synonymous_variant;missense_variant",NA,NA,"II",20,1794,1.794,11.1482720178372,0,0,FALSE,3.33890281647089
"273","YBR017C",5,5,0,0,0,1,4,0,4,1,0,"missense_variant;synonymous_variant",NA,NA,"II",5,2757,2.757,1.81356546971346,0,0,FALSE,1.34668684916481
"274","YBR018C",7,7,0,0,0,0,7,0,7,0,0,"synonymous_variant",NA,NA,"II",7,1101,1.101,6.35785649409628,0,0,FALSE,2.5214790290812
"275","YBR019C",12,12,0,0,0,6,6,0,6,6,0,"missense_variant;synonymous_variant",NA,NA,"II",12,2100,2.1,5.71428571428571,0,0,FALSE,2.39045721866879
"276","YBR020W",10,10,0,0,0,2,8,0,8,2,0,"synonymous_variant;missense_variant",NA,NA,"II",10,1587,1.587,6.30119722747322,0,0,FALSE,2.51021856169403
"277","YBR021W",8,8,0,0,0,2,6,0,6,2,0,"missense_variant;synonymous_variant",NA,NA,"II",8,1902,1.902,4.20609884332282,0,0,FALSE,2.05087757882396
"278","YBR022W",12,6,0,6,0,3,3,6,3,3,0,"upstream_gene_variant;synonymous_variant;missense_variant",314,9,"II",6,534,0.534,11.2359550561798,1,0.534,FALSE,3.35200761576995
"279","YBR023C",38,19,0,19,0,4,15,19,15,4,0,"missense_variant;synonymous_variant;upstream_gene_variant",968,72,"II",19,3498,3.498,5.431675242996,1,3.498,FALSE,2.3305954696163
"280","YBR024W",6,6,0,0,0,2,4,0,4,2,0,"missense_variant;synonymous_variant",NA,NA,"II",6,906,0.906,6.62251655629139,0,0,FALSE,2.57342506327489
"281","YBR025C",1,1,0,0,0,0,1,0,1,0,0,"synonymous_variant",NA,NA,"II",1,1185,1.185,0.843881856540084,0,0,FALSE,0.918630424349251
"282","YBR026C",15,15,0,0,0,3,12,0,12,3,0,"synonymous_variant;missense_variant",NA,NA,"II",15,1143,1.143,13.1233595800525,0,0,FALSE,3.62261778001109
"283","YBR027C",1,1,0,0,0,1,0,0,0,1,0,"missense_variant",NA,NA,"II",1,333,0.333,3.003003003003,0,0,FALSE,1.73291748303345
"284","YBR028C",5,5,0,0,0,3,2,0,2,3,0,"synonymous_variant;missense_variant",NA,NA,"II",5,1578,1.578,3.16856780735108,0,0,FALSE,1.78004713627226
"285","YBR029C",5,5,0,0,0,0,5,0,5,0,0,"synonymous_variant",NA,NA,"II",5,1374,1.374,3.63901018922853,0,0,FALSE,1.90761898429129
"286","YBR030W",17,17,0,0,0,6,11,0,11,6,0,"synonymous_variant;missense_variant",NA,NA,"II",17,1659,1.659,10.2471368294153,0,0,FALSE,3.20111493536476
"287","YBR032W",5,5,0,0,0,1,4,0,4,1,0,"synonymous_variant;missense_variant",NA,NA,"II",5,303,0.303,16.5016501650165,0,0,FALSE,4.06222231851194
"288","YBR033W",46,46,0,0,0,27,19,0,19,27,0,"missense_variant;synonymous_variant",NA,NA,"II",46,2760,2.76,16.6666666666667,0,0,FALSE,4.08248290463863
"289","YBR034C",7,6,0,1,0,1,5,1,5,1,0,"synonymous_variant;missense_variant;upstream_gene_variant",266,266,"II",6,1047,1.047,5.73065902578797,0.166666666666667,0.1745,FALSE,2.39387949274561
"290","YBR035C",2,2,0,0,0,0,2,0,2,0,0,"synonymous_variant",NA,NA,"II",2,687,0.687,2.91120815138282,0,0,FALSE,1.70622628961777
"291","YBR036C",11,11,0,0,0,5,6,0,6,5,0,"missense_variant;synonymous_variant",NA,NA,"II",11,1233,1.233,8.9213300892133,0,0,FALSE,2.98685956971755
"292","YBR037C",8,8,0,0,0,1,7,0,7,1,0,"synonymous_variant;missense_variant",NA,NA,"II",8,888,0.888,9.00900900900901,0,0,FALSE,3.00150112593832
"293","YBR038W",14,14,0,0,0,0,14,0,14,0,0,"synonymous_variant",NA,NA,"II",14,2892,2.892,4.84094052558783,0,0,FALSE,2.20021374543198
"294","YBR039W",5,5,0,0,0,0,5,0,5,0,0,"synonymous_variant",NA,NA,"II",5,936,0.936,5.34188034188034,0,0,FALSE,2.31125081760512
"295","YBR040W",6,3,0,3,0,1,2,3,2,1,0,"upstream_gene_variant;missense_variant;synonymous_variant",229,45,"II",3,897,0.897,3.34448160535117,1,0.897,FALSE,1.82879238989864
"296","YBR041W",13,10,0,3,0,1,9,3,9,1,0,"upstream_gene_variant;synonymous_variant;missense_variant",374,41,"II",10,2010,2.01,4.97512437810945,0.3,0.603,FALSE,2.23049868372735
"297","YBR042C",18,16,0,2,0,5,11,2,11,5,0,"synonymous_variant;missense_variant;upstream_gene_variant",248,164,"II",16,1194,1.194,13.4003350083752,0.125,0.14925,FALSE,3.66064680191564
"298","YBR043C",17,17,0,0,0,3,14,0,14,3,0,"synonymous_variant;missense_variant",NA,NA,"II",17,2070,2.07,8.21256038647343,0,0,FALSE,2.86575651207032
"299","YBR044C",16,16,0,0,0,4,12,0,12,4,0,"synonymous_variant;missense_variant",NA,NA,"II",16,1719,1.719,9.30773705642816,0,0,FALSE,3.05085841304184
"300","YBR045C",19,19,0,0,0,9,10,0,10,9,0,"synonymous_variant;missense_variant",NA,NA,"II",19,1920,1.92,9.89583333333333,0,0,FALSE,3.14576434802948
"301","YBR046C",6,6,0,0,0,3,3,0,3,3,0,"missense_variant;synonymous_variant",NA,NA,"II",6,1005,1.005,5.97014925373134,0,0,FALSE,2.4433888871261
"302","YBR047W",2,2,0,0,0,0,2,0,2,0,0,"synonymous_variant",NA,NA,"II",2,528,0.528,3.78787878787879,0,0,FALSE,1.94624736040381
"303","YBR048W",2,1,1,0,0,0,1,0,2,0,0,"splice_region_variant&intron_variant;synonymous_variant",NA,NA,"II",2,982,0.982,2.03665987780041,0,0,FALSE,1.42711593004928
"304","YBR049C",14,10,0,4,0,2,8,4,8,2,0,"synonymous_variant;missense_variant;upstream_gene_variant",363,256,"II",10,2433,2.433,4.1101520756268,0.4,0.9732,FALSE,2.02735099961176
"305","YBR050C",9,9,0,0,0,4,5,0,5,4,0,"missense_variant;synonymous_variant",NA,NA,"II",9,1017,1.017,8.8495575221239,0,0,FALSE,2.97482058654365
"306","YBR051W",2,2,0,0,0,2,0,0,0,2,0,"missense_variant",NA,NA,"II",2,NA,NA,NA,0,NA,FALSE,NA
"307","YBR052C",4,4,0,0,0,0,4,0,4,0,0,"synonymous_variant",NA,NA,"II",4,633,0.633,6.31911532385466,0,0,FALSE,2.51378505919951
"308","YBR053C",13,13,0,0,0,7,6,0,6,7,0,"missense_variant;synonymous_variant",NA,NA,"II",13,1077,1.077,12.0705663881151,0,0,FALSE,3.47427206593196
"309","YBR054W",8,8,0,0,0,2,6,0,6,2,0,"missense_variant;synonymous_variant",NA,NA,"II",8,1035,1.035,7.72946859903382,0,0,TRUE,2.78019218742766
