# Program:featureCounts v1.6.3; Command:"featureCounts" "-F" "GFF" "-t" "mRNA" "-g" "Parent" "-s" "1" "-a" "yeast.2023.mRNA.sgd.gff" "-o" "gene_count_matrix.txt" "RNAseq_OLD_rep01.bam" "RNAseq_OLD_rep02.bam" "RNAseq_OLD_rep03.bam" "RNAseq_OLD_rep04.bam" "RNAseq_OLD_rep05.bam" "RNAseq_OLD_rep06.bam" "RNAseq_OLD_rep07.bam" "RNAseq_OLD_rep08.bam" "RNAseq_OLD_rep09.bam" "RNAseq_OLD_rep10.bam" "RNAseq_OLD_rep11.bam" "RNAseq_OLD_rep12.bam" "RNAseq_YOUNG_rep01.bam" "RNAseq_YOUNG_rep02.bam" "RNAseq_YOUNG_rep03.bam" "RNAseq_YOUNG_rep04.bam" "RNAseq_YOUNG_rep05.bam" "RNAseq_YOUNG_rep06.bam" "RNAseq_YOUNG_rep07.bam" "RNAseq_YOUNG_rep08.bam" "RNAseq_YOUNG_rep09.bam" "RNAseq_YOUNG_rep10.bam" "RNAseq_YOUNG_rep11.bam" "RNAseq_YOUNG_rep12.bam" 
Geneid	Chr	Start	End	Strand	Length	RNAseq_OLD_rep01.bam	RNAseq_OLD_rep02.bam	RNAseq_OLD_rep03.bam	RNAseq_OLD_rep04.bam	RNAseq_OLD_rep05.bam	RNAseq_OLD_rep06.bam	RNAseq_OLD_rep07.bam	RNAseq_OLD_rep08.bam	RNAseq_OLD_rep09.bam	RNAseq_OLD_rep10.bam	RNAseq_OLD_rep11.bam	RNAseq_OLD_rep12.bam	RNAseq_YOUNG_rep01.bam	RNAseq_YOUNG_rep02.bam	RNAseq_YOUNG_rep03.bam	RNAseq_YOUNG_rep04.bam	RNAseq_YOUNG_rep05.bam	RNAseq_YOUNG_rep06.bam	RNAseq_YOUNG_rep07.bam	RNAseq_YOUNG_rep08.bam	RNAseq_YOUNG_rep09.bam	RNAseq_YOUNG_rep10.bam	RNAseq_YOUNG_rep11.bam	RNAseq_YOUNG_rep12.bam
YBL085W	chrII;chrII	63674;63674	66934;66938	+;+	3265	1135	1449	1159	1174	1033	1237	925	864	474	1040	1218	994	1226	1485	954	1312	1062	851	899	824	990	951	878	692
YBL084C	chrII	67169	69445	-	2277	84	92	176	224	187	159	73	145	105	106	192	150	128	224	134	205	79	118	196	124	140	150	104	87
YBL083C	chrII;chrII	69658;69698	70973;71093	-;-	1436	9	14	4	13	19	16	22	6	4	8	11	19	14	20	2	5	15	9	6	17	11	3	13	22
YBL082C	chrII;chrII	69715;69715	71394;71173	-;-	1680	0	1	1	7	1	3	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	1	3	11
YBL081W	chrII;chrII	71317;71552	73109;73109	+;+	1793	743	789	948	1027	1203	972	894	995	759	883	1233	996	986	1181	850	1399	743	975	1572	1067	1192	1022	1041	877
YBL080C	chrII;chrII	72944;72946	74745;74748	-;-	1805	91	93	155	140	111	146	123	153	48	135	233	142	146	157	80	202	85	99	221	109	158	179	180	158
YBL079W	chrII	75259	79767	+	4509	1542	1517	1383	1717	1528	1382	905	987	704	1341	1520	1166	1451	1978	1260	1822	1192	1329	1495	1161	1358	1134	950	799
YBL078C	chrII;chrII	79873;79897	80803;80775	-;-	931	1218	1273	1501	1248	948	1873	1566	905	533	679	1176	787	1710	2076	1205	1054	1033	881	1303	1354	1575	1536	1257	1030
YBL077W	chrII	80897	81328	+	432	0	0	0	0	0	0	0	1	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
YBL076C	chrII;chrII	80935;80947	84307;84307	-;-	3373	6403	6920	5902	6263	5507	6079	4167	4148	2846	4933	5830	4994	5756	7901	4966	7274	4882	4721	5435	4077	4889	4777	3971	3151
YBL075C	chrII;chrII	84418;84445	86984;86972	-;-	2567	425	379	242	292	427	261	256	186	177	277	252	197	256	285	254	191	269	210	254	219	145	208	167	189
YBL074C	chrII;chrII	86433;86438	87808;87800	-;-	1376	17	49	23	27	13	38	46	24	4	3	32	18	26	42	16	15	23	5	10	10	29	24	15	13
YBL073W	chrII	87646	87957	+	312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YBL072C	chrII;chrII	88246;88246	89467;89465	-;-	1222	16695	19589	21220	19821	18797	19291	24911	22755	16317	16447	26054	18103	16405	21911	15669	22999	16965	17505	28903	22255	25734	23987	22332	21859
YBL071C-B	chrII	89458	89556	-	99	0	0	0	0	1	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
YBL071W-A	chrII;chrII	89935;89943	90746;90739	+;+	812	865	1210	1226	1333	1187	984	1836	1917	1505	1053	1828	1571	1230	1467	1076	2478	946	1603	2250	1553	1595	1795	1600	1518
YBL071C	chrII	89856	90544	-	689	3	6	6	6	19	8	17	4	1	3	10	2	9	3	2	14	0	9	17	5	1	3	4	2
YBL070C	chrII	90605	90925	-	321	17	26	9	13	31	15	0	5	3	0	7	4	10	9	6	18	5	8	7	2	8	4	3	5
YBL069W	chrII	90631	92191	+	1561	0	0	1	1	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	2	0
YBL068W-A	chrII;chrII	90847;91120	92111;92228	+;+	1382	2	5	5	10	6	0	11	0	1	2	0	1	4	8	1	1	6	4	9	0	2	1	6	1
YBL068W	chrII;chrII	92356;92382	93912;93841	+;+	1557	1679	1791	2229	2384	2833	1786	1843	2022	1933	1693	2479	1772	2047	2541	2024	2757	1821	2099	3145	2724	2644	1901	2031	1922
YBL067C	chrII	93639	95882	-	2244	1039	1186	1416	1438	1338	1276	1162	954	774	839	1306	930	1345	1557	968	1413	974	1157	1300	988	1204	980	1050	1019
YBL066C	chrII	96669	100115	-	3447	274	475	431	473	295	354	271	366	238	414	376	295	441	574	361	551	351	413	341	278	287	310	304	215
YBL065W	chrII	99963	100307	+	345	9	8	5	5	8	10	6	0	1	0	0	1	7	6	6	0	1	0	5	0	13	7	4	6
YBL064C	chrII;chrII	100299;100306	101267;101420	-;-	1122	358	313	327	416	407	698	416	480	282	589	672	693	621	682	519	411	453	444	512	405	511	744	538	355
YBL063W	chrII	101886	105221	+	3336	248	227	221	252	203	331	231	300	102	223	372	204	274	391	202	312	176	178	250	208	265	411	309	205
YBL062W	chrII	105308	105688	+	381	27	43	6	34	33	35	40	27	14	27	21	26	39	27	16	21	6	12	29	42	39	24	13	28
YBL061C	chrII;chrII	105195;105237	107514;107545	-;-	2351	1114	1329	1136	1402	1236	954	929	713	555	1039	989	1052	1160	1290	1089	1352	971	1110	980	726	995	747	800	697
YBL060W	chrII;chrII	107701;107924	110033;110033	+;+	2333	198	180	209	201	213	294	166	168	84	244	214	275	214	315	180	284	131	166	248	172	244	223	219	214
YBL059C-A	chrII;chrII	108799;109917	110567;111201	-;-	2403	1146	1008	1608	1596	1379	1800	2025	2431	1362	1094	2420	1716	1443	1896	1274	1930	932	1426	2700	2649	2675	2852	2456	2013
YBL059W	chrII	110594	111244	+	651	232	292	354	384	236	317	439	343	160	207	452	272	336	372	260	402	214	242	294	269	362	349	431	393
YBL058W	chrII	111409	112864	+	1456	1296	1406	1299	1429	1132	1830	1030	1218	562	1247	1734	1259	1692	2108	1258	1193	1124	1076	1447	990	1295	1459	1259	1101
YBL057C	chrII;chrII	112277;112277	113447;113442	-;-	1171	1016	1281	1138	1156	961	1128	830	839	602	957	1110	801	1314	1557	1059	1170	1073	953	908	784	886	794	765	618
YBL056W	chrII;chrII	113041;113626	115437;115581	+;+	2541	4105	4406	5197	5254	4465	5255	5564	5267	3472	3732	6517	3863	5715	6713	4653	5705	4339	4703	6152	5040	6109	5469	5778	5165
YBL055C	chrII;chrII	115477;115500	117224;117219	-;-	1748	580	569	706	726	481	836	284	289	252	320	456	375	805	924	579	489	549	425	285	388	492	268	298	254
YBL054W	chrII;chrII	116976;117412	119288;119359	+;+	2384	1224	1421	2161	2460	1702	2383	2384	2410	1933	1234	2926	1989	2058	2630	1502	3847	1111	2458	4298	3605	4153	2377	2546	2677
YBL053W	chrII	119335	119709	+	375	4	4	5	5	2	10	12	4	0	0	0	0	3	13	1	5	6	7	11	0	8	2	4	4
YBL052C	chrII	119308	122141	-	2834	1916	1883	2082	2095	1880	1852	1927	1384	864	1292	2048	1525	1777	2243	1258	2414	1223	1619	2112	1461	1880	2030	1646	1302
YBL051C	chrII;chrII	122304;122309	124824;124832	-;-	2529	698	833	1012	945	853	978	647	601	573	604	1021	629	978	1325	876	1081	807	862	838	902	1046	741	754	513
YBL050W	chrII;chrII	125042;125048	126208;126230	+;+	1189	1230	876	1405	1386	1243	1733	948	1376	595	1098	1829	1434	1518	2021	1046	1367	861	883	1478	1146	1546	1515	1411	1306
YBL049W	chrII	126606	127508	+	903	6	0	4	0	4	5	0	12	0	0	1	0	2	5	2	0	0	0	0	2	0	0	0	0
YBL048W	chrII	127299	127610	+	312	0	0	0	1	3	1	0	1	4	0	1	0	0	0	0	0	0	0	0	0	6	0	0	0
YBL047C	chrII;chrII	127672;127751	132169;132213	-;-	4542	2212	2406	2193	2309	1572	3181	2259	1901	876	2060	2207	1883	2792	3593	2083	2354	2003	1721	2220	1449	2156	2600	2309	1506
YBL046W	chrII;chrII	132406;132414	133937;133932	+;+	1532	265	412	275	328	325	355	187	189	170	202	263	276	314	397	332	308	256	222	248	195	223	239	206	201
YBL045C	chrII;chrII	133824;133932	135695;135777	-;-	1954	5333	5464	5951	6152	6117	5545	4330	4011	2581	5956	6009	5419	6728	7910	5417	5187	5707	4601	4031	3630	4339	4241	3607	2930
YBL044W	chrII	135998	136366	+	369	3	1	3	10	0	4	0	5	17	19	0	15	3	0	9	0	6	0	2	9	26	10	4	1
YBL043W	chrII;chrII	136495;136557	137625;137655	+;+	1161	65	73	109	87	53	110	72	105	110	65	119	69	91	97	64	109	65	69	137	110	153	115	133	112
YBL042C	chrII;chrII	138150;138180	140349;140319	-;-	2200	3146	3314	3393	4047	2043	4141	4848	4955	3414	5263	6808	6076	4433	5963	3867	6609	3172	4556	5172	4616	6167	5078	4286	3359
YBL041W	chrII;chrII	140938;141010	142027;142040	+;+	1103	1927	1766	1804	2158	1776	2449	1741	1978	1625	1952	2384	2396	2746	3274	2657	2161	2135	2001	2137	1906	2687	2828	2392	1899
YBL040C	chrII;chrII	141955;142012	143114;143165	-;-	1211	1356	1186	1781	1677	1733	1994	1505	2325	1139	1552	2413	1826	2120	2502	1679	1866	1444	1617	2464	1749	2371	2284	2033	1730
YBL039W-B	chrII;chrII	143086;143099	143715;143749	+;+	664	264	177	275	240	236	493	246	180	156	181	273	180	278	377	253	215	214	175	216	223	200	320	236	114
YBL039C	chrII	143726	145807	-	2082	49	40	66	33	70	39	10	15	8	8	38	11	63	87	58	46	42	35	30	39	32	14	11	28
YBL039C-A	chrII;chrII	143805;143808	145721;145725	-;-	1921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YBL038W	chrII	146128	147061	+	934	1187	1175	1395	1448	1287	1619	1038	806	663	1246	1403	1152	1505	1792	1180	1357	1159	1005	1086	1032	1177	1160	1059	801
YBL037W	chrII	147209	150286	+	3078	97	78	99	99	144	136	20	129	52	132	259	159	172	192	126	149	108	149	109	109	155	159	101	89
YBL036C	chrII;chrII	150307;150310	151693;152281	-;-	1975	604	415	431	544	671	568	243	423	341	591	518	606	735	827	725	574	693	477	355	312	498	387	364	251
YBL035C	chrII;chrII	151364;151447	153703;153712	-;-	2349	177	179	181	199	153	230	184	223	93	169	212	210	176	223	100	187	106	148	147	181	168	136	167	100
YBL034C	chrII	153848	158389	-	4542	483	527	669	634	575	726	790	674	339	454	831	527	626	769	400	816	382	441	648	440	615	727	605	412
YBL033C	chrII	158483	159721	-	1239	629	583	861	866	681	1319	939	822	482	794	1414	744	911	1416	483	1215	431	852	1317	1188	1167	1229	1104	954
YBL032W	chrII;chrII	160086;160086	161542;161535	+;+	1457	1767	1385	2067	2104	2384	1861	1268	2152	1356	2166	2914	2166	1875	2270	1788	2253	1744	1863	2113	1865	2189	2312	1835	1597
YBL031W	chrII;chrII	161663;161665	162884;162887	+;+	1225	71	57	184	182	160	310	194	413	103	122	282	224	194	326	180	236	134	173	261	173	278	315	289	220
YBL030C	chrII;chrII	162683;162718	164137;164145	-;-	1463	4608	3798	5221	5738	7997	5476	4283	6334	4900	7876	8801	8302	7837	7415	7924	6296	6558	6392	4525	4528	5690	5940	5790	5199
YBL029C-A	chrII;chrII	164358;164377	166047;165898	-;-	1690	718	718	721	895	550	782	867	880	494	631	1095	627	853	1109	678	856	702	651	848	839	929	872	782	631
YBL029W	chrII	166134	167264	+	1131	323	328	495	454	380	879	495	428	222	289	491	432	606	717	442	644	320	382	466	539	605	559	451	351
YBL028C	chrII;chrII	167221;167236	167885;167899	-;-	679	9200	9882	11402	13334	13047	8741	12998	8842	8423	5600	10688	8141	11507	13356	9589	15174	7703	11521	14593	13619	14631	8247	7785	8687
YBL027W	chrII;chrII	168392;168404	169839;169761	+;+	1448	64197	67447	66989	70875	75549	58574	97202	77609	61764	56645	87114	65896	55501	59543	51857	80112	52776	62921	99368	85126	78823	74731	78059	73323
YBL026W	chrII;chrII	170552;170581	171471;171530	+;+	979	1115	1217	1147	1460	1559	974	1283	1346	1354	1118	1478	1303	1347	1472	1275	1297	1178	1270	1866	1687	1380	1444	1284	1174
YBL025W	chrII;chrII	171165;171423	172383;172503	+;+	1339	143	188	242	203	187	245	110	163	129	143	211	188	157	242	145	291	192	135	234	179	247	192	157	143
YBL024W	chrII;chrII	172476;172504	174839;174868	+;+	2393	5152	6914	6262	7050	5908	4475	4746	3800	2935	4254	5156	3910	5760	7302	4964	6641	5226	4963	5080	3807	4567	3583	3541	3048
YBL023C	chrII;chrII	174746;174754	177643;177639	-;-	2898	1014	877	688	831	771	793	418	546	414	816	820	684	757	935	649	875	795	626	746	622	644	575	550	487
YBL022C	chrII;chrII	177798;177800	181408;181394	-;-	3611	1933	2025	1609	2156	1512	2065	1868	1409	1001	1886	2189	1871	2217	2735	2013	1918	1791	1689	1814	1462	1893	2312	1941	1682
YBL021C	chrII;chrII	181490;181491	182524;182177	-;-	1035	415	401	483	496	514	365	627	451	427	420	589	405	335	502	355	541	439	432	746	635	461	565	452	371
YBL020W	chrII;chrII	182285;182322	184205;184205	+;+	1921	861	823	800	874	833	1135	541	690	471	629	851	675	1018	1330	786	942	801	678	865	677	611	647	636	505
YBL019W	chrII;chrII	184283;184301	186031;186030	+;+	1749	99	72	67	76	90	114	15	40	53	106	80	79	95	88	59	59	77	63	88	37	70	67	42	59
YBL018C	chrII;chrII	185253;185668	186515;186507	-;-	1263	415	467	499	545	477	417	337	613	440	495	587	635	587	596	568	640	504	445	630	474	604	464	564	374
YBL017C	chrII	186844	191583	-	4740	1477	1614	1374	1381	1223	1759	1373	1074	603	1164	1488	1108	1452	1859	1182	1717	1249	1152	1583	1203	1348	1231	1110	817
YBL016W	chrII	192372	193647	+	1276	7	9	14	9	35	17	8	18	8	5	19	17	19	9	4	14	7	16	24	25	18	4	20	1
YBL015W	chrII;chrII	193953;194019	195980;195984	+;+	2032	549	775	445	491	480	570	368	242	191	522	491	385	546	696	462	429	575	338	434	230	395	388	305	209
YBL014C	chrII;chrII	198825;198923	202236;201777	-;-	3412	862	928	867	1086	991	672	652	543	394	672	796	594	771	905	570	992	560	708	941	757	833	501	529	548
YBL013W	chrII	202056	203261	+	1206	0	0	0	0	0	1	1	0	0	0	0	10	0	0	1	0	0	0	0	0	1	0	0	1
YBL012C	chrII	203406	203807	-	402	1	7	1	0	0	2	0	1	0	8	0	0	5	8	0	0	0	0	0	4	0	0	0	2
YBL011W	chrII;chrII	202814;203015	206022;206022	+;+	3209	1306	1866	1346	1466	1216	1277	1216	792	621	1339	1237	1113	1332	1553	1170	1562	1189	1069	1255	897	1057	995	826	822
YBL010C	chrII;chrII	205798;205803	206970;207017	-;-	1220	316	280	328	382	319	559	278	383	187	376	424	309	396	579	330	482	257	296	287	204	265	405	320	234
YBL009W	chrII;chrII	207141;207141	209372;209350	+;+	2232	363	443	464	606	636	534	453	520	253	406	685	487	628	784	432	590	385	506	619	544	652	605	443	374
YBL008W-A	chrII	209409	209648	+	240	0	3	0	3	4	4	3	1	0	0	6	0	1	0	1	6	0	0	0	2	0	0	0	0
YBL008W	chrII;chrII	209530;209587	212255;212279	+;+	2750	328	304	325	328	282	306	281	285	174	266	302	281	237	300	269	350	231	281	227	172	325	289	208	233
YBL007C	chrII;chrII	212467;212467	216423;216436	-;-	3970	2233	2599	2280	2274	1697	2563	1940	1612	1089	2593	2442	2088	2275	2748	2004	2653	2121	2063	2783	1924	2037	2252	1780	1622
YBL006C	chrII;chrII	216354;216405	217163;217444	-;-	1091	392	351	503	533	349	508	487	389	230	265	563	322	448	575	331	503	346	379	483	372	451	458	367	383
YBL006W-A	chrII	216559	217416	+	858	11	4	8	3	0	8	0	13	2	7	21	4	9	10	26	2	13	9	32	8	30	12	7	13
YBL005W	chrII	217404	220685	+	3282	291	243	264	248	163	263	360	312	163	242	408	229	355	409	289	301	224	240	308	202	351	330	306	275
YBL004W	chrII	227636	235117	+	7482	4403	4606	4018	4804	4312	3114	2423	1872	1584	2528	3039	2224	3475	4465	2826	4993	2741	3457	3480	2859	3512	2154	1980	1727
YBL003C	chrII;chrII	234898;235221	235856;237057	-;-	2160	9562	8121	11941	11964	14490	8608	5445	14302	9144	12065	16541	13926	12048	13653	11959	12658	9289	10568	14835	13305	14400	14878	12129	10535
YBL002W	chrII;chrII	235789;236375	237079;237188	+;+	1400	6668	6088	8069	7874	11184	6681	5003	12529	8486	10952	13385	11717	7656	8053	7778	10695	6976	8310	11302	9388	11357	11506	10063	8265
YBL001C	chrII;chrII	236907;237078	237698;237807	-;-	901	2631	2653	3337	3153	2832	4165	3516	3917	2547	2683	4394	3171	4029	5396	3475	4163	2924	3284	4818	3510	4534	4388	3850	3551
YBR001C	chrII;chrII	238710;238783	241433;241433	-;-	2724	93	91	100	94	92	135	59	106	90	156	159	134	126	154	99	97	118	104	119	77	102	87	139	54
YBR002C	chrII;chrII	241428;241456	242593;242584	-;-	1166	846	893	983	1006	1164	1035	755	814	541	875	1145	871	888	1192	740	1345	783	921	1092	872	1012	857	823	709
YBR003W	chrII;chrII	241674;242780	244353;244364	+;+	2691	531	438	462	683	599	610	243	469	239	597	676	671	624	711	479	632	472	461	430	432	486	516	484	482
YBR004C	chrII;chrII	244272;244273	246715;245741	-;-	2444	629	707	888	791	734	943	575	511	293	366	785	609	929	1233	635	890	590	616	760	750	741	549	561	518
YBR005W	chrII;chrII	245511;245842	246698;246920	+;+	1410	1121	906	1069	966	1071	1810	715	373	386	523	740	471	1527	1792	1256	856	1580	760	659	624	963	466	498	386
YBR006W	chrII;chrII	246865;246879	248645;248649	+;+	1785	231	133	155	162	177	382	104	130	62	157	206	169	243	323	187	184	156	99	157	174	223	227	114	143
YBR007C	chrII;chrII	248623;248637	251106;251119	-;-	2497	974	908	1223	1115	745	1308	1055	772	385	604	937	669	1309	1685	883	1316	722	840	929	915	1077	924	899	740
YBR008C	chrII;chrII	252403;252403	254936;254835	-;-	2534	397	474	410	590	432	444	322	289	178	362	343	290	526	656	331	478	306	403	457	271	384	361	326	237
YBR009C	chrII;chrII	255025;255209	256205;256209	-;-	1185	11475	10441	18569	18193	22817	14296	11119	25319	12889	17405	27488	19619	14937	17178	12223	24786	10419	16581	28637	24199	26324	25752	21271	19988
YBR010W	chrII;chrII	256230;256303	256893;257098	+;+	869	4878	2394	5596	5872	13554	5223	2032	12647	9622	9858	13991	13389	9147	8446	10752	8946	6829	7586	9812	10161	12174	12129	9490	8340
YBR011C	chrII;chrII	256887;256892	258034;258006	-;-	1148	24039	26404	34588	33252	25306	39092	40689	37725	20349	20051	41378	23847	35394	46813	24962	41154	23347	29289	52070	40599	44868	40257	39336	33532
YBR012C	chrII	258941	259571	-	631	109	76	143	97	128	137	74	108	52	142	118	77	125	194	106	99	46	80	86	127	143	164	99	54
YBR013C	chrII	265492	265881	-	390	0	0	0	3	4	0	0	1	0	0	0	0	0	1	5	2	0	1	5	0	0	1	0	0
YBR014C	chrII;chrII	266417;266601	267432;267515	-;-	1099	453	527	622	658	399	623	673	968	425	546	948	671	795	1154	703	730	501	514	935	753	770	1003	847	633
YBR015C	chrII;chrII	267568;267569	270385;269912	-;-	2818	2049	2420	2603	2730	2176	2632	2155	2076	1107	2129	2241	1785	2419	3312	1939	2639	2178	1857	2772	1994	2302	1883	1830	1541
YBR016W	chrII;chrII	269749;269996	270846;270840	+;+	1098	4119	3691	4221	4645	3729	5703	3770	3283	2073	2974	4600	3459	4798	6189	3522	3675	3801	3273	4203	3690	3963	3832	3581	2916
YBR017C	chrII;chrII	270760;270871	273772;274232	-;-	3473	1886	1993	1758	2217	1714	1948	1230	1093	789	1477	1675	1385	2171	2765	1591	2130	1708	1509	1634	1389	1558	1360	1183	900
YBR018C	chrII	274272	276040	-	1769	15	7	12	16	14	8	7	29	11	0	8	25	14	7	19	29	12	15	11	11	10	9	14	0
YBR019C	chrII	275804	278388	-	2585	27	46	24	15	11	27	47	60	25	8	38	31	38	47	53	13	24	32	43	71	47	39	45	44
YBR020W	chrII	278963	281395	+	2433	0	1	0	0	7	2	0	0	3	0	0	0	1	2	1	6	0	0	0	2	0	0	0	0
YBR021W	chrII;chrII	279860;281307	283471;283531	+;+	3672	0	0	5	0	2	0	0	0	0	0	0	0	1	4	0	4	5	0	0	0	1	5	0	0
YBR022W	chrII;chrII	282222;283490	284429;284400	+;+	2208	275	158	272	317	359	277	127	299	211	237	475	385	216	272	232	346	219	289	310	217	277	308	264	249
YBR023C	chrII;chrII	284226;284332	288054;288069	-;-	3844	907	714	832	900	868	682	371	426	433	630	671	687	913	1036	627	832	760	610	621	517	712	507	413	348
YBR024W	chrII;chrII	289106;289336	290455;291278	+;+	2173	677	720	694	721	658	1023	620	440	294	613	616	567	735	803	575	604	688	566	564	565	593	537	466	363
YBR025C	chrII;chrII	289931;290316	291896;291968	-;-	2038	18941	23759	23747	23309	21634	20829	27467	19920	14648	19078	24178	19599	20690	25619	17991	26794	19232	20191	25297	18850	21512	19986	20500	17247
YBR026C	chrII;chrII	292409;292747	294070;294102	-;-	1694	196	168	114	141	128	111	135	83	65	114	134	155	116	161	99	141	95	146	153	97	79	140	142	77
YBR027C	chrII	294024	294356	-	333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YBR028C	chrII;chrII	294249;294249	296196;296062	-;-	1948	100	56	86	103	104	147	40	84	48	78	103	117	148	206	132	130	94	104	96	64	74	110	80	45
YBR029C	chrII;chrII	296227;296238	297853;298090	-;-	1864	783	515	1279	1093	1309	1087	617	1108	520	703	1097	765	1198	1556	884	1039	795	872	1148	1136	1493	939	910	809
YBR030W	chrII;chrII	298012;298020	300006;300071	+;+	2060	675	846	760	1018	768	769	815	588	460	496	918	538	801	1023	648	967	495	766	811	700	876	567	610	520
YBR031W	chrII;chrII	300142;300145	301435;301451	+;+	1310	32114	23210	31735	28978	38464	21059	6481	31509	23694	40120	43061	39824	26088	28171	27541	35416	27619	26559	32907	25448	24159	27812	27224	24094
YBR032W	chrII	301439	301948	+	510	8	17	1	14	8	11	0	0	1	0	1	0	11	5	16	9	5	11	8	9	2	4	2	6
YBR033W	chrII	301820	304792	+	2973	111	80	90	110	73	129	50	98	51	54	93	36	120	150	82	74	61	81	95	65	80	83	90	79
YBR034C	chrII;chrII	304383;304651	306037;306009	-;-	1655	6313	6608	9680	11252	11097	5766	8091	5515	6029	4319	7797	5606	6170	8006	5502	11821	4850	8981	11658	10440	11613	5947	6307	6836
YBR035C	chrII;chrII	306108;306136	306994;307334	-;-	1227	1168	872	990	1063	981	1838	540	875	637	1224	1346	1160	1800	2088	1370	1191	1091	987	1049	788	1038	1066	1092	794
YBR036C	chrII;chrII	308745;308853	310355;310389	-;-	1645	881	645	787	686	1059	850	271	466	549	806	725	907	1159	1151	999	723	1034	615	549	461	511	664	571	437
YBR037C	chrII;chrII	310414;310492	311493;311512	-;-	1099	367	435	247	271	265	497	189	232	153	339	290	253	305	399	284	248	351	167	244	143	165	282	161	192
YBR038W	chrII;chrII	311819;311857	314975;314979	+;+	3161	894	1257	879	1133	844	1065	521	640	461	978	826	739	1033	1378	900	1195	1037	739	804	545	687	760	671	606
YBR039W	chrII;chrII	315484;315484	316719;316949	+;+	1466	2384	1466	2963	2886	3373	3807	1262	3319	1589	2274	4300	2961	3987	4975	2796	2826	2367	2426	2902	2923	3517	3384	2528	1915
YBR040W	chrII	316968	317864	+	897	4	1	1	1	3	6	0	0	0	0	1	0	0	0	1	6	2	0	7	0	0	0	2	0
YBR041W	chrII;chrII	318157;318213	320417;320450	+;+	2294	924	555	1012	979	962	1075	417	919	384	603	1140	695	1077	1420	799	1076	635	681	1085	875	1002	1006	862	655
YBR042C	chrII;chrII	320279;320288	321656;321669	-;-	1391	190	80	130	177	324	213	56	180	162	224	297	246	278	344	349	227	260	188	169	185	215	229	148	142
YBR043C	chrII;chrII	321721;321731	324094;324094	-;-	2374	448	402	389	459	345	490	271	214	172	309	294	312	452	589	406	477	299	264	354	266	435	280	268	183
YBR044C	chrII	324265	326142	-	1878	299	370	376	289	332	351	326	192	165	302	342	222	246	288	199	270	205	254	340	228	231	316	299	214
YBR045C	chrII	328173	330092	-	1920	200	194	215	257	213	144	269	230	168	144	200	168	182	223	126	237	73	233	237	243	205	233	232	194
YBR046C	chrII;chrII	330073;330236	331552;331693	-;-	1621	52	80	66	39	74	115	106	101	70	84	122	94	79	116	85	95	46	88	77	70	76	163	121	51
YBR047W	chrII;chrII	331288;331742	332494;332464	+;+	1207	24	40	28	30	27	39	39	59	35	23	76	31	17	38	29	21	16	32	102	73	121	147	85	69
YBR048W	chrII;chrII	332813;332816	334340;334238	+;+	1528	18290	16279	21660	21129	28633	24431	26866	35045	28703	22353	35813	24599	25281	27828	24026	29051	24321	23132	34479	30607	35176	33904	27351	24146
YBR049C	chrII;chrII	333943;334140	336930;336967	-;-	3025	1454	1831	1974	1857	1431	1591	2944	1927	1272	1676	2713	1844	1724	2220	1413	2418	1309	1766	2658	2050	2441	2495	2412	2150
YBR050C	chrII;chrII	337145;337145	338449;338460	-;-	1316	90	72	87	101	111	135	42	52	24	21	105	30	76	78	38	71	30	70	124	104	39	46	43	87
YBR051W	chrII	337988	338338	+	351	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	1	0	0	0	0	0	3	1	5
YBR052C	chrII;chrII	338434;338532	339457;339423	-;-	1024	1142	1189	776	900	714	1496	1051	683	478	923	1045	902	1411	1561	1139	675	1150	699	717	632	648	843	797	627
YBR053C	chrII;chrII	339332;339433	340763;340775	-;-	1444	238	260	302	275	120	458	359	395	116	304	339	305	347	502	314	265	172	176	302	288	242	422	372	272
YBR054W	chrII;chrII	342779;342781	344493;344584	+;+	1806	595	447	391	276	286	320	272	197	64	158	161	148	208	181	146	87	219	81	154	152	159	207	97	121
YBR055C	chrII;chrII	344489;344511	347322;347334	-;-	2846	1177	1228	1246	1358	1076	1231	1091	1099	733	1045	1386	1101	1198	1658	1091	1500	955	1122	1212	1037	1111	1022	1054	890
YBR056W	chrII;chrII	347809;347842	349433;349667	+;+	1859	425	653	458	374	333	652	422	277	174	397	377	313	536	512	409	279	488	261	265	214	355	382	256	198
YBR056W-A	chrII;chrII	351095;351228	351881;352042	+;+	948	2690	1325	2453	2265	2556	3651	678	939	900	878	1347	1250	2893	3274	2210	1308	2288	1357	1424	1835	2283	962	780	878
YBR056C-B	chrII	351178	351753	-	576	2	0	2	1	3	0	4	5	5	0	0	7	1	4	0	0	3	0	3	0	8	9	6	0
